Benny Moldovanu,Romanian,0.9001224882080323
Nicolas Vieille,French,0.9078618385636735
Christopher Taber,Austrian,0.6584676686294265
Manuel Amador,Hispanic,0.4618870899608363
Liran Einav,Jewish,0.8651189864375165
Alexander Wolitzky,Jewish,0.7980266433527262
Asher Wolinsky,Jewish,0.8302593370901213
Marina Agranov,Jewish,0.5806879153707424
Eric Renault,French,0.9606009070294784
Philip J. Reny,Irish,0.5062584973726925
Larry G. Epstein,Jewish,0.5045570858913084
Francesca Molinari,Italian,0.942221722529561
John Van Reenen,Dutch,0.5341355643699139
Larry Samuelson,Swedish,0.8467152440472191
David Martimort,French,0.4027668367487643
Andrew Mclennan,British,1.0
J. Darrell Duffie,British,0.49617887872249944
Mary Beth Bellando-Zaniboni,Italian,0.752199497801387
Aviv Nevo,Jewish,0.8992663120234724
Marco Bassetto,Italian,0.9077798385910678
Jesús Fernández-Villaverde,Hispanic,0.6814295161722054
Viktor Todorov,Bulgarian,0.9606009070294784
Giorgio Primiceri,Italian,0.9606009070294784
Daron Acemoglu,Turkish,0.7822622367454632
Francis Bloch,Jewish,1.0
Johannes Stroebel,German,0.7491427958294075
Marzena Rostek,Polish,0.9382844301028432
Melissa Dell,British,0.1886924363449223
Iván Werning,German,0.6727435621778736
Barton L. Lipman,Jewish,0.6590757832082987
Whitney K. Newey,British,0.632991296073185
Yoram Halevy,Jewish,0.9428434002811481
Kate Ho,Korean,0.24138503423592367
Wojciech Olszewski,Polish,0.9606009070294784
Massimo Marinacci,Italian,0.9606009070294784
Chris Edmond,AfricanAmerican,0.26076951100865825
David Yanagizawa-Drott,NativeHawaiian,0.3189502404299375
Yeon-Koo Che,Chinese,0.2987703182047642
Jia Li,Chinese,0.8091281747711194
Katherine Casey,Irish,0.7883537924418524
Elias Papaioannou,Greek,0.9606009070294784
Jushan Bai,Chinese,0.4515842494861524
Benjamin Faber,German,0.3455947145709393
Harald Uhlig,German,0.843937283464693
Wolfgang Pesendorfer,Austrian,0.9397350115232129
Eric Budish,Jewish,0.1590308533296244
Bas J. M. Werker,German,0.32843742680596116
Thomas R. Palfrey,British,0.5906252146532749
Jean-Marc Robin,French,0.6481167625473482
Xavier Gabaix,French,0.6660965385015624
Philippe Jehiel,French,0.43210032721938946
Azeem M. Shaikh,Pakistanese,0.5674761595980522
Patrik Guggenberger,Austrian,0.35059453948037494
Andriy Norets,Ukrainian,0.9208294438627813
Qingmin Liu,Chinese,0.9606009070294784
Ernesto Dal Bó,Italian,0.11422113902187511
Eran Shmaya,Jewish,0.940978367026387
Lorenzo Caliendo,Italian,0.9606009070294784
Ivana Komunjer,Croat,0.19158726465165232
Jón Steinsson,Icelander,0.832417464712113
Marco Battaglini,Italian,0.9606009070294784
Haluk Ergin,Turkish,0.9606009070294784
Denis Chetverikov,Russian,0.9606009070294784
Guido W. Imbens,Flemish,0.545618172118697
Yuichi Kitamura,Japanese,0.9606009070294784
Philip A. Haile,British,0.21743447811018668
Edward J. Vytlacil,Czech,0.9102727886993733
Isaiah Andrews,British,0.2609009457236229
David Ahn,Korean,0.6210916335650251
Vasilis Syrgkanis,Greek,0.7641480435579363
Pascaline Dupas,French,0.9058986627489363
Oliver Linton,British,0.550025536113315
Geri Mattson,Swedish,0.9185689680330891
Leeat Yariv,Jewish,0.6161894002869303
Aleh Tsyvinski,Jewish,0.8014325155086047
Mary Beth Bellando-Zaniboni Yale University,Irish,0.5315231030433066
Treb Allen,AfricanAmerican,0.21563454117997313
