,PaperYear,AuthorId,PaperId,Year_paper,OriginalAuthor_left,CitesFrom,Year_citation,PaperCount
330,2020,1992710956,3123158806.0,2011.0,Elisabeth Sadoulet,3125250515.0,2011.0,13097
331,2020,2167613453,3123958898.0,2011.0,Jing Cai,2474216423.0,2016.0,246
384,2020,2189913949,3202402389.0,2017.0,Wayne Aaron Sandholtz,3124481022.0,2018.0,3831
385,2020,2296268531,3125849839.0,2014.0,Justin Sandefur,2807613737.0,2018.0,653
386,2020,2993263833,3203315843.0,2014.0,Mauricio Romero,2903507080.0,2018.0,58
452,2020,2155998243,3147004903.0,2020.0,Brock Smith,3157723010.0,2020.0,182
453,2020,2339953153,3126118479.0,2010.0,Alexander G. James,3123516873.0,2011.0,398
217,2021,2325619342,3125201485.0,2010.0,Jon X. Eguia,2290456827.0,2015.0,232
216,2021,17819733,3191144564.0,2012.0,Dimitrios Xefteris,3124781340.0,2016.0,403
429,2021,2303570885,3125640085.0,2019.0,Benjamin Pugsley,3201665634.0,2021.0,591
428,2021,2163681432,3145154045.0,2021.0,Petr Sedláček,3205764979.0,2021.0,199
427,2021,2001617216,3126119404.0,2015.0,Vincent Sterk,3121617981.0,2016.0,448
