Country,Continent,Rank,Album,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
Global,Global,1,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Argentina,South America,28,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Australia,Australia,4,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Austria,Europe,16,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Belgium,Europe,9,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Bolivia,South America,49,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Brazil,South America,3,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Bulgaria,Europe,2,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Canada,North America,2,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Chile,South America,31,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Colombia,South America,18,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Costa Rica,North America,6,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Czech Republic,Europe,5,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Denmark,Europe,19,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Dominican Republic,North America,45,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Ecuador,South America,49,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
El Salvador,North America,15,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Estonia,Europe,4,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Finland,Europe,10,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
France,Europe,21,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Germany,Europe,30,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Greece,Europe,20,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Guatemala,North America,29,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Honduras,North America,22,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Hong Kong,Asia,22,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Hungary,Europe,6,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Iceland,Europe,15,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
India,Asia,41,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Indonesia,Asia,33,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Ireland,Europe,2,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Israel,Asia,7,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Italy,Europe,42,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Latvia,Europe,6,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Lithuania,Europe,3,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Malaysia,Asia,21,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Mexico,North America,10,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Netherlands,Europe,12,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
New Zealand,Australia,7,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Nicaragua,North America,14,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Norway,Europe,13,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Panama,North America,14,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Paraguay,South America,45,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Peru,South America,40,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Philippines,Asia,1,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Poland,Europe,4,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Portugal,Europe,12,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Romania,Europe,8,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Singapore,Asia,1,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Slovakia,Europe,4,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
South Africa,Africa,10,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Spain,Europe,42,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Sweden,Europe,19,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Switzerland,Europe,14,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Taiwan,Asia,1,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Thailand,Asia,7,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Turkey,Europe,49,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
United Kingdom,Europe,2,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
United States,North America,2,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Uruguay,South America,26,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Vietnam,Asia,3,Rain On Me (with Ariana Grande),0.021,"Lady Gaga, Ariana Grande",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),81,2020-05-29,0.0397,123.056,0.6459999999999999,2020
Global,Global,3,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Australia,Australia,1,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Austria,Europe,3,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Belgium,Europe,2,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Bulgaria,Europe,9,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Canada,North America,1,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Czech Republic,Europe,7,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Denmark,Europe,1,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Estonia,Europe,5,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Finland,Europe,9,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
France,Europe,31,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Germany,Europe,5,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Greece,Europe,23,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Hungary,Europe,5,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Iceland,Europe,1,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
India,Asia,29,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Ireland,Europe,1,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Israel,Asia,8,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Italy,Europe,35,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Latvia,Europe,3,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Lithuania,Europe,4,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Netherlands,Europe,2,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
New Zealand,Australia,1,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Norway,Europe,2,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Poland,Europe,48,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Portugal,Europe,4,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Romania,Europe,10,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Singapore,Asia,24,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Slovakia,Europe,8,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
South Africa,Africa,3,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Sweden,Europe,3,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
Switzerland,Europe,1,BLAME IT ON BABY,0.247,"DaBaby, Roddy Ricch",0.746,181733,0.69,1,7ytR5pFWmSjzHJIeQkgog4,0.0,11,0.101,-7.956,1,ROCKSTAR (feat. Roddy Ricch),91,2020-04-17,0.16399999999999998,89.977,0.4970000000000001,2020
